Store_name,Address,Timings,Phone_no
1215 C S I BUILDING,"HYDERABAD, 500001",MON-SUN 10:00 AM TO 10:00 PM,9966655692
4533 M/S. MAHAVIR FOOTWEAR,"CUTTACK, 753014",MON-SUN 10:00 AM TO 10:00 PM,8338895555
4167 M/S H P SHOES,"GULBARGA, 585101",MON-SUN 10:00 AM TO 10:00 PM,9886664757
9286 ARCHID MALL,"GULBARGA, 585102",MON-SUN 10:00 AM TO 10:00 PM,9886206082
1625 KANDOOR MALL,"GULBARGA, 585102",MON-SUN 10:00 AM TO 10:00 PM,8147790820
4592 M/S. ASHISH KUMAR DWIBEDI,"BHADRAK, 756100",MON-SUN 10:00 AM TO 10:00 PM,9777760333
2637 SATARA,"SATARA, 415001",MON-SUN 10:00 AM TO 10:00 PM,7020382048
0283 BALASORE-II,"BALASORE, 756001",MON-SUN 10:00 AM TO 10:00 PM,9438156756
1838 SUNCITY1619,"HYDERABAD, 500008",MON-SUN 10:00 AM TO 10:00 PM,8354848520
1766 MADINA CIRCLE,"HYDERABAD, 500002",MON-SUN 10:00 AM TO 10:00 PM,9246587396
1585 ATTAPUR X ROAD,"HYDERABAD, 500048",MON-SUN 10:00 AM TO 10:00 PM,9966036400
1930 MALAKPET-HYD,"HYDERABAD, 500036",MON-SUN 10:00 AM TO 10:00 PM,9948980114
1217 PATHERGATTI,"HYDERABAD, 500002",MON-SUN 10:00 AM TO 10:00 PM,8801581286
4399 M/S PARC ENTERPRISES,"MAHABUBABAD, 506101",MON-SUN 10:00 AM TO 10:00 PM,9948014222
1551 DURGA NAGAR,"HYDERABAD, 500060",MON-SUN 10:00 AM TO 10:00 PM,9666911727
0281 BALASORE,"BALASORE, 756001",MON-SUN 10:00 AM TO 10:00 PM,8102960737
0280 CUTTACK BUXI B,"CUTTACK, 753001",MON-SUN 10:00 AM TO 10:00 PM,8249013716
1802 MARGADARSHI,"HYDERABAD, 500035",MON-SUN 10:00 AM TO 10:00 PM,9959636183
0285 CUTTACK C.B.ST,"CUTTACK, 753001",MON-SUN 10:00 AM TO 10:00 PM,7735289980
9294 NALGONDA,"NALGONDA, 508001",MON-SUN 10:00 AM TO 10:00 PM,8801148041
0282 CUTTACK RANI H,"CUTTACK, 753002",MON-SUN 10:00 AM TO 10:00 PM,9040340079
1623 L B NAGAR,"HYDERABAD, 500074",MON-SUN 10:00 AM TO 10:00 PM,7842849330
1837 VYSALINGR1508,"HYDERABAD, 500079",MON-SUN 10:00 AM TO 10:00 PM,9550666803
1556 SANTHOSHNGR II,"HYDERABAD, 500059",MON-SUN 10:00 AM TO 10:00 PM,9948897288
1600 V S PURAM 2,"HYDERABAD, 500070",MON-SUN 10:00 AM TO 10:00 PM,9989994213
9132 B N REDDYNAGAR,"HYDERABAD, 500070",MON-SUN 10:00 AM TO 10:00 PM,8840640425
0116 KRISHNAGAR M G,"KRISHNANAGAR, 741101",MON-SUN 10:00 AM TO 10:00 PM,9123638660
4294 M/S SRI SIDDHI VINAYAKA ENTERP,"TANDUR, 501141",MON-SUN 10:00 AM TO 10:00 PM,9030087017
4555 M/S. SAVYASACHI ENTERPRISES,"BALAPUR HYDERABAD, 500005",MON-SUN 10:00 AM TO 10:00 PM,6304864966
0599 PATIA BHUBANES,"BHUBANESWAR, 751024",MON-SUN 10:00 AM TO 10:00 PM,7504676758
0663 D N REGALIA,"BHUBANESWAR, 751019",MON-SUN 10:00 AM TO 10:00 PM,7008043185
1929 SHAMSHABAD,"HYDERABAD, 501218",MON-SUN 10:00 AM TO 10:00 PM,8801847864
0634 IRC VILLAGE,"BHUBANESWAR, 751015",MON-SUN 10:00 AM TO 10:00 PM,8249427514
0664 SYMPHONY MALL,"BHUBANESWAR, 752101",MON-SUN 10:00 AM TO 10:00 PM,9836896235
4558 M/S. AIM ENTERPRISES,"DAPOLI, 415713",MON-SUN 10:00 AM TO 10:00 PM,9823230704
0027 BHUBAN A NAGAR,"BHUBANESWAR, 751009",MON-SUN 10:00 AM TO 10:00 PM,7008895614
0263 BHU KALPANA SQ,"BHUBANESWAR, 751006",MON-SUN 10:00 AM TO 10:00 PM,9853928090
4312 M/S OM CREATION,"CHIPLUN , 415605",MON-SUN 10:00 AM TO 10:00 PM,9881301859
4587 M/S. PARC ENTERPRISES,"KOTHAGUDEM, 507101",MON-SUN 10:00 AM TO 10:00 PM,9948014222
4637 M/S. MAHARAJ ENTERPRISE,"TAMLUK, 721636",MON-SUN 10:00 AM TO 10:00 PM,9830463629
4504 M/S. LTM ENTERPRISES,"ZIRO, 791120",MON-SUN 10:00 AM TO 10:00 PM,8730848577
4522 M/S. FIRST FORWARD,"BARUIPUR, 700144",MON-SUN 10:00 AM TO 10:00 PM,9830042438
0111 RANAGHAT,"RANAGHAT, 741201",MON-SUN 10:00 AM TO 10:00 PM,9062980158
0496 CHANDANNGR II,"CHANDANNAGAR, 712136",MON-SUN 10:00 AM TO 10:00 PM,7044474185
0109 CHINSURAH,"CHINSURAH, 712101",MON-SUN 10:00 AM TO 10:00 PM,9051555794
4431 M/S GULMOHAR FOOTWEAR,"CHAKDAH, 741222",MON-SUN 10:00 AM TO 10:00 PM,9830539391
0036 KANCHRAPARA,"KANCHRAPARA, 743145",MON-SUN 10:00 AM TO 10:00 PM,9831637758
0039 NAIHATI,"NAIHATI, 743165",MON-SUN 10:00 AM TO 10:00 PM,8509113123
4299 M/S SUCCESS ENTERPRISES,"SHADNAGAR, 509216",MON-SUN 10:00 AM TO 10:00 PM,9441436327
0411 GIRI MARKET,"BERHAMPUR, 760001",MON-SUN 10:00 AM TO 10:00 PM,8144991032
0315 DHUBRI,"DHUBRI, 783301",MON-SUN 10:00 AM TO 10:00 PM,9706526619
0449 BERH U B ROAD,"BERHAMPUR, 760001",MON-SUN 10:00 AM TO 10:00 PM,9040646323
0038 BARRACKPORE,"BARRACKPORE, 700120",MON-SUN 10:00 AM TO 10:00 PM,9472482186
0460 SEARAMPORE II,"SERAMPORE, 712201",MON-SUN 10:00 AM TO 10:00 PM,9874714270
4636 M/S. A.T ENTERPRISE,"MAHESH-SERAMPORE, 712202",MON-SUN 10:00 AM TO 10:00 PM,9830463629
0112 SALKIA CHOWRAS,"HOWRAH, 711106",MON-SUN 10:00 AM TO 10:00 PM,9874632251
0518 BATANAGAR NEW,"BATANAGAR, 700141",MON-SUN 10:00 AM TO 10:00 PM,8337033183
0533 SODEPUR II,"KOLKATA, 700110",MON-SUN 10:00 AM TO 10:00 PM,9143557529
0037 SODEPORE,"KOLKATA, 700110",MON-SUN 10:00 AM TO 10:00 PM,9163276158
0633 RANGOLI,"HOWRAH, 711202",MON-SUN 10:00 AM TO 10:00 PM,8777271796
0679 DUNLOP II,"KOLKATA, 700108",MON-SUN 10:00 AM TO 10:00 PM,9382004529
0045 BELGHORIA,"KOLKATA, 700056",MON-SUN 10:00 AM TO 10:00 PM,9143557529
0035 DUNLOP,"KOLKATA, 700108",MON-SUN 10:00 AM TO 10:00 PM,9836360601
0104 HOWRAH MAIDAN,"HOWRAH, 711101",MON-SUN 10:00 AM TO 10:00 PM,9433905933
0107 DOBSON RD JRV,"HOWRAH, 711101",MON-SUN 10:00 AM TO 10:00 PM,9433805062
0636 BELGHORIA II,"KOLKATA, 700056",MON-SUN 10:00 AM TO 10:00 PM,9143071445
0472 AVANI MALL,"HOWRAH, 711102",MON-SUN 10:00 AM TO 10:00 PM,9831802706
1641 KHAMAM,"KHAMAM, 507001",MON-SUN 10:00 AM TO 10:00 PM,9533675296
9238 KHAMAM 2,"KHAMAM, 507002",MON-SUN 10:00 AM TO 10:00 PM,9652976330
0082 KIDDERPORE,"KOLKATA, 700023",MON-SUN 10:00 AM TO 10:00 PM,9836189702
0007 BAGHBAZAR,"KOLKATA, 700004",MON-SUN 10:00 AM TO 10:00 PM,9874662185
0054 RADHA CINEMA,"KOLKATA, 700004",MON-SUN 10:00 AM TO 10:00 PM,9831541391
4624 M/S. COMFORT FOOTPRINTS,"BIRATI-KOLKATA, 700051",MON-SUN 10:00 AM TO 10:00 PM,7980172446
0001 GRAND HOTEL,"KOLKATA, 700013",MON-SUN 10:00 AM TO 10:00 PM,8770611207
0002 LINDSAY STREET,"KOLKATA, 700087",MON-SUN 10:00 AM TO 10:00 PM,9804079064
0065 BATA BAZAR,"KOLKATA, 700013",MON-SUN 10:00 AM TO 10:00 PM,8013428327
4510 M/S. RAINBOW VENTURES,"CHINSURAH, 712103",MON-SUN 10:00 AM TO 10:00 PM,9903845601
0006 COLLEGE STREET,"KOLKATA, 700012",MON-SUN 10:00 AM TO 10:00 PM,9831478477
0048 DUM DUM CANTT,"KOLKATA, 700028",MON-SUN 10:00 AM TO 10:00 PM,9434616914
0003 CAMAC STREET,"KOLKATA, 700071",MON-SUN 10:00 AM TO 10:00 PM,9903688970
0517 HP - BK MARKET,"KOLKATA, 700071",MON-SUN 10:00 AM TO 10:00 PM,9830738932
0105 SINDURIAPATTY,"KOLKATA, 700007",MON-SUN 10:00 AM TO 10:00 PM,8274849239
0076 BEHALA-ASHOKA,"KOLKATA, 700034",MON-SUN 10:00 AM TO 10:00 PM,9674683672
0071 SEALDAH,"KOLKATA, 700009",MON-SUN 10:00 AM TO 10:00 PM,9874455629
0493 NEW ALIPORE,"KOLKATA, 700053",MON-SUN 10:00 AM TO 10:00 PM,9903234188
0051 BARASAT,"BARASAT, 700124",MON-SUN 10:00 AM TO 10:00 PM,9733093324
0092 BARASAT II,"BARASAT, 743201",MON-SUN 10:00 AM TO 10:00 PM,8420027777
0527 LAKE TOWN 393,"KOLKATA, 700089",MON-SUN 10:00 AM TO 10:00 PM,9831514403
0451 DAK BUNGLOW,"KOLKATA, 700124",MON-SUN 10:00 AM TO 10:00 PM,8296605014
0008 ULTADANGA VIP,"KOLKATA, 700054",MON-SUN 10:00 AM TO 10:00 PM,8910248413
0047 DUMDUM N BAZAR,"KOLKATA, 700074",MON-SUN 10:00 AM TO 10:00 PM,8013380676
0495 MADHYAMGRAM,"MADHYAMGRAM, 700129",MON-SUN 10:00 AM TO 10:00 PM,8777083953
0638 KAKURGACHI,"KOLKATA, 700054",MON-SUN 10:00 AM TO 10:00 PM,9775958093
0520 DCN MALL,"KOLKATA, 700055",MON-SUN 10:00 AM TO 10:00 PM,9836079629
4633 M/S. FIRST FORWARD,"BARASAT-KOLKATA, 700124",MON-SUN 10:00 AM TO 10:00 PM,9830042438
0532 IDEAL REGENCY,"KOLKATA, 700063",MON-SUN 10:00 AM TO 10:00 PM,9800595488
0050 BELIAGHATA CIT,"KOLKATA, 700054",MON-SUN 10:00 AM TO 10:00 PM,7980285489
0595 BALLYGUNJ II,"KOLKATA, 700019",MON-SUN 10:00 AM TO 10:00 PM,9830220103
0659 RASHBEHARI AVN,"KOLKATA, 700029",MON-SUN 10:00 AM TO 10:00 PM,7278587015
0587 HP CITY CENTER,"KOLKATA, 700064",MON-SUN 10:00 AM TO 10:00 PM,9641095965
0363 CITY CENTRE,"KOLKATA, 700064",MON-SUN 10:00 AM TO 10:00 PM,8100673706
0558 MANISQURE MALL,"KOLKATA, 700054",MON-SUN 10:00 AM TO 10:00 PM,9830751910
0055 BAGUIHATI,"KOLKATA, 700061",MON-SUN 10:00 AM TO 10:00 PM,6290489053
0005 HINDUSTHAN PRK,"KOLKATA, 700029",MON-SUN 10:00 AM TO 10:00 PM,9903375332
0020 GARIAHATA MARK,"KOLKATA, 700029",MON-SUN 10:00 AM TO 10:00 PM,8337085435
0021 GOL PARK,"KOLKATA, 700029",MON-SUN 10:00 AM TO 10:00 PM,9836360601
4577 M/S. DURGA SALES CORPORATION,"KOKRAJHAR, 783370",MON-SUN 10:00 AM TO 10:00 PM,9957583274
0506 SOUTH CITY FSC,"KOLKATA, 700068",MON-SUN 10:00 AM TO 10:00 PM,8240614991
0445 SOUTH CITY MAL,"KOLKATA, 700068",MON-SUN 10:00 AM TO 10:00 PM,9831106749
0444 CITY CENTRE II,"KOLKATA, 700157",MON-SUN 10:00 AM TO 10:00 PM,9836337001
4532 M/S. ADVANCE FOOTWEAR CO.,"AMTALA, 743398",MON-SUN 10:00 AM TO 10:00 PM,8981245887
0490 JADAVPUR 8B,"KOLKATA, 700032",MON-SUN 10:00 AM TO 10:00 PM,9433188030
0478 BANSDRONI,"KOLKATA, 700047",MON-SUN 10:00 AM TO 10:00 PM,8240739851
0542 ACROPOLIS MALL,"KOLKATA, 700107",MON-SUN 10:00 AM TO 10:00 PM,8777569170
0073 GARIA BUS STND,"KOLKATA, 700047",MON-SUN 10:00 AM TO 10:00 PM,8420344559
4492 TRANSONIC CUSTOMIZATIONS PRIVA,"HABRA, 743263",MON-SUN 10:00 AM TO 10:00 PM,7001771197
0269 PURI - II,"PURI, 752001",MON-SUN 10:00 AM TO 10:00 PM,9439496398
0022 JODHPUR PARK,"KOLKATA, 700031",MON-SUN 10:00 AM TO 10:00 PM,8585862560
0052 BONGAON,"BONGAON, 743235",MON-SUN 10:00 AM TO 10:00 PM,9681497485
9221 BIJAPUR 3,"BIJAPUR, 586101",MON-SUN 10:00 AM TO 10:00 PM,9148853327
1770 BIJAPUR II,"BIJAPUR, 586101",MON-SUN 10:00 AM TO 10:00 PM,7899819752
4514 M/S. THE URBAN CREW,"CONTAI, 721401",MON-SUN 10:00 AM TO 10:00 PM,9903755243
4207 M/S RIDA ENETERPRISES,"YADGIRI, 585202",MON-SUN 10:00 AM TO 10:00 PM,9986480449
4454 M/S GVB ENTERPRISES,"JADCHERLA, 509301",MON-SUN 10:00 AM TO 10:00 PM,9966969679
4462 M/S. AADI VISHNU ENTERPRISES,"MAHABUBNAGAR, 509001",MON-SUN 10:00 AM TO 10:00 PM,7601086141
4559 M/S. SWARA MART,"MIRAJ, 416410",MON-SUN 10:00 AM TO 10:00 PM,8208033652
4396 M/S MOUKTHIKA ENTERPRISES,"VIZIANAGARAM, 530041",MON-SUN 10:00 AM TO 10:00 PM,9849490033
4608 M/S. SRI RENU FOOTWARE,"MIRYALAGUDA, 508208",MON-SUN 10:00 AM TO 10:00 PM,9885320047
4350 M/S MOUKTHIKA ENTERPRISES,"VIZIYANAGARAM, 535002",MON-SUN 10:00 AM TO 10:00 PM,9849490033
4574 M/S. MKC TRADERS,"CHAPAGURI, 783380",MON-SUN 10:00 AM TO 10:00 PM,9706060284
0312 BONGAINGAON,"BONGAIGAON, 783380",MON-SUN 10:00 AM TO 10:00 PM,9435561340
2543 SFC SANGLI2352,"SANGLI, 416416",MON-SUN 10:00 AM TO 10:00 PM,9511200972
2257 SANGLI MIRAJ R,"SANGLI, 416416",MON-SUN 10:00 AM TO 10:00 PM,8007717480
2104 SANGLI II,"SANGLI, 416415",MON-SUN 10:00 AM TO 10:00 PM,7020307062
1256 SRIKAKULAM,"SRIKAKULAM, 532001",MON-SUN 10:00 AM TO 10:00 PM,9440550437
9197 SRIKAKULAM 2,"SRIKAKULAM, 532001",MON-SUN 10:00 AM TO 10:00 PM,6301038136
4474 M/S S R TRADERS,"NARSIPATNAM, 531116",MON-SUN 10:00 AM TO 10:00 PM,9290018952
4391 M/S VISHWANATH ENTERPRISES,"ATHANI, 591304",MON-SUN 10:00 AM TO 10:00 PM,7829315822
4250 M/S MD AZHARUDDIN SARDAR,"BASIRHAT, 743411",MON-SUN 10:00 AM TO 10:00 PM,8348430070
4473 M/S. AAMODA ENTERPRISES,"JANGAREDDYGUDEM, 534447",MON-SUN 10:00 AM TO 10:00 PM,9885409911
4159 M/S UNIQUE FOOT PRINT,"GOALPARA, 783121",MON-SUN 10:00 AM TO 10:00 PM,8820116246
4402 M/S. SWARA MART,"RATNAGIRI, 415639",MON-SUN 10:00 AM TO 10:00 PM,9021939778
4550 M/S. BVK ENTERPRISES,"ANAKAPALLE, 531002",MON-SUN 10:00 AM TO 10:00 PM,9838089057
4466 M/S. NEW PLATINUM ENTERPRISES,"NAGARKURNOOL, 509209",MON-SUN 10:00 AM TO 10:00 PM,9030286364
4311 M/S MOUKTHIKA ENTERPRISES,"MADHURWADA, 530048",MON-SUN 10:00 AM TO 10:00 PM,9849490033
4477 M/S. N S S ENTERPRISES,"ICHALKARANJI, 416115",MON-SUN 10:00 AM TO 10:00 PM,9730506050
2817 TARABAI ROAD,"KOLHAPUR, 416003",MON-SUN 10:00 AM TO 10:00 PM,9049391971
1717 BAJI JUNCTION,"VIZAG, 530016",MON-SUN 10:00 AM TO 10:00 PM,9885327425
2116 GEMSTONE PLAZA,"KOLHAPUR, 416002",MON-SUN 10:00 AM TO 10:00 PM,8308750965
2733 RAJARAMPURI,"KOLHAPUR, 416008",MON-SUN 10:00 AM TO 10:00 PM,9168520860
4643 M/S. VAMSI ENTERPRISES,"KANCHARAPALEM-VIZAG, 530008",MON-SUN 10:00 AM TO 10:00 PM,7680092147
4304 M/S TALEWAD ENTERPRISES,"JAMKHANDI, 587301",MON-SUN 10:00 AM TO 10:00 PM,9611734445
1882 REHIN PLAZA,"VIZAG, 530016",MON-SUN 10:00 AM TO 10:00 PM,8143139119
0578 BARPETA II,"BARPETA, 781301",MON-SUN 10:00 AM TO 10:00 PM,9707317102
9100 GAJUWAKA 2,"VIZAG, 530026",MON-SUN 10:00 AM TO 10:00 PM,9177741437
1051 DWARAKANAGAR,"VIZAG, 530016",MON-SUN 10:00 AM TO 10:00 PM,8074641928
1570 RAMA TALKIS RD,"VIZAG, 530013",MON-SUN 10:00 AM TO 10:00 PM,9949896028
1053 DABA GARDEN  I,"VIZAG, 530020",MON-SUN 10:00 AM TO 10:00 PM,8978618698
9138 SIRIPURAM,"VIZAG, 530003",MON-SUN 10:00 AM TO 10:00 PM,8978618698
1052 WATCH HOUSE,"VIZAG, 530002",MON-SUN 10:00 AM TO 10:00 PM,9391661505
1692 VIZAG CENTRAL,"VIZAG, 530020",MON-SUN 10:00 AM TO 10:00 PM,7013332920
4448 M/S SABAH ENTERPRISE,"KALGACHIA, 781319",MON-SUN 10:00 AM TO 10:00 PM,9957588603
4338 M/S PLATINUM ENTERPRISES,"WANAPARTHY, 509103",MON-SUN 10:00 AM TO 10:00 PM,9160169162
4153 M/S NAVYA SALES CORPORATION,"BARPETA, 781315",MON-SUN 10:00 AM TO 10:00 PM,9435736602
1249 RAJAMUNDRY BZR,"RAJAHMUNDRY, 533101",MON-SUN 10:00 AM TO 10:00 PM,8106110922
1975 DANAVAIPET,"RAJAHMUNDRY, 533103",MON-SUN 10:00 AM TO 10:00 PM,7416308587
4410 M/S TALEWAD ENTERPRISES,"MUDHOL, 587313",MON-SUN 10:00 AM TO 10:00 PM,9611734445
9272 RAICHUR III,"RAICHUR, 584101",MON-SUN 10:00 AM TO 10:00 PM,7411439770
1739 RAICHUR II,"RAICHUR, 584101",MON-SUN 10:00 AM TO 10:00 PM,9632404792
4495 M/S. PROJECT VI,"GOLLAPUDI, 521225",MON-SUN 10:00 AM TO 10:00 PM,9866956222
1908 BAGALKOT,"BAGALKOT, 587101",MON-SUN 10:00 AM TO 10:00 PM,8095055211
1847 GOVRNPET21049,"VIJAYAWADA, 520002",MON-SUN 10:00 AM TO 10:00 PM,9703438986
1054 SURYARAOPET,"VIJAYAWADA, 520002",MON-SUN 10:00 AM TO 10:00 PM,9248419690
1848 GANDHINGR1050,"VIJAYAWADA, 520003",MON-SUN 10:00 AM TO 10:00 PM,9440251686
4610 M/S. VINAY ENTERPRISES,"BAGALKOTE, 587103",MON-SUN 10:00 AM TO 10:00 PM,8618984959
1918 PVP MALL-VJA,"VIJAYAWADA, 520010",MON-SUN 10:00 AM TO 10:00 PM,8142453328
9285 MG RD VIJ-II,"VIJAYAWADA, 520010",MON-SUN 10:00 AM TO 10:00 PM,9246491898
1691 YSR LAYOUT,"VIJAYAWADA, 520008",MON-SUN 10:00 AM TO 10:00 PM,9848391191
1493 KAKINADA,"KAKINADA, 533001",MON-SUN 10:00 AM TO 10:00 PM,9885374834
1251 KAKINADA S B C,"KAKINADA, 533001",MON-SUN 10:00 AM TO 10:00 PM,9491855793
4556 M/S. MOUKTHIKA ENTERPRISES,"TANUKU, 534211",MON-SUN 10:00 AM TO 10:00 PM,9849490033
4426 M/S SADASHIV ENTERPRISES,"GOKAK, 591307",MON-SUN 10:00 AM TO 10:00 PM,7411498641
1048 GUNTR BRODIPET,"GUNTUR, 522004",MON-SUN 10:00 AM TO 10:00 PM,8885255566
1260 LAXMIPURAM,"GUNTUR, 522007",MON-SUN 10:00 AM TO 10:00 PM,9885453162
0308 NALBARI,"NALBARI, 781335",MON-SUN 10:00 AM TO 10:00 PM,9101426654
4551 M/S. VASAVI FOOTWEAR,"TENALI, 522201",MON-SUN 10:00 AM TO 10:00 PM,9246469546
1595 KARNOOL,"KARNOOL, 518001",MON-SUN 10:00 AM TO 10:00 PM,9440593272
9228 VARIETY MALL,"KARNOOL, 518004",MON-SUN 10:00 AM TO 10:00 PM,8074570166
4359 M/S CHAKRADHAR KALITA,"RANGIA, 781354",MON-SUN 10:00 AM TO 10:00 PM,9854116126
4482 M/S. PROJECT VI,"MACHILIPATNAM, 521001",MON-SUN 10:00 AM TO 10:00 PM,9014607995
9102 KOLHAPUR CL 2,"BELGAUM, 590010",MON-SUN 10:00 AM TO 10:00 PM,9945022610
1629 KHADEBAZAR,"BELGAUM, 590002",MON-SUN 10:00 AM TO 10:00 PM,8749011270
1146 BELGAUM II,"BELGAUM, 590001",MON-SUN 10:00 AM TO 10:00 PM,7795585851
1147 BELGAUM,"BELGAUM, 590002",MON-SUN 10:00 AM TO 10:00 PM,9590918627
1972 TILAKWADI,"BELGAUM, 590006",MON-SUN 10:00 AM TO 10:00 PM,9036250031
4629 M/S. D.P ENTERPRISE,"BAIHATA CHARIALI, 781381",MON-SUN 10:00 AM TO 10:00 PM,9864111078
4638 M/S. NIRMAL KUMAR JHA,"GIRIDIH, 815301",MON-SUN 10:00 AM TO 10:00 PM,9546077510
0310 PANDU,"GUWAHATI, 781011",MON-SUN 10:00 AM TO 10:00 PM,9085295330
0301 GAUHATI S S RD,"GUWAHATI, 781001",MON-SUN 10:00 AM TO 10:00 PM,7002648256
0648 GUWA FANCY BZR,"GUWAHATI, 781001",MON-SUN 10:00 AM TO 10:00 PM,8837071771
0311 GAUHATI LAK.RD,"GUWAHATI, 781001",MON-SUN 10:00 AM TO 10:00 PM,9864263817
0462 GUW PALTAN BZ,"GUWAHATI, 781008",MON-SUN 10:00 AM TO 10:00 PM,7577946258
0398 GUW G N B ROAD,"GUWAHATI, 781003",MON-SUN 10:00 AM TO 10:00 PM,7002146108
0028 BHANGAGARH,"GUWAHATI, 781008",MON-SUN 10:00 AM TO 10:00 PM,8812851829
0309 ANURADHA CNEMA,"GUWAHATI, 781021",MON-SUN 10:00 AM TO 10:00 PM,8403860371
0450 ZOO ROAD,"GUWAHATI, 781005",MON-SUN 10:00 AM TO 10:00 PM,7002637397
0686 C C MALL GUWA,"GUWAHATI, 781005",MON-SUN 10:00 AM TO 10:00 PM,8638301233
0299 GAUHATI W/H,"GUWAHATI, 781001",MON-SUN 10:00 AM TO 10:00 PM,9085205858
0526 MEGHA PLZ 400,"GUWAHATI, 781029",MON-SUN 10:00 AM TO 10:00 PM,7002728073
4384 M/S K R ENTERPRISES,"NANDYAL  , 518501",MON-SUN 10:00 AM TO 10:00 PM,8978456868
4139 M/S CITY SHOES,"GADAG, 582102",MON-SUN 10:00 AM TO 10:00 PM,8660141751
0313 MONGALDOI,"MONGALDOI, 784125",MON-SUN 10:00 AM TO 10:00 PM,8135071638
4191 M/S CHAMI ENTERPRISES,"KOPPAL, 583231",MON-SUN 10:00 AM TO 10:00 PM,9845544133
1159 DHARWAR II,"DHARWAD, 580001",MON-SUN 10:00 AM TO 10:00 PM,7899874022
4275 M/S OM SAI ENTERPRISE,"BICHOLIM, 403504",MON-SUN 10:00 AM TO 10:00 PM,8390184456
0305 SHILLONG BR BZ,"SHILLONG, 793002",MON-SUN 10:00 AM TO 10:00 PM,6909539323
4377 M/S NAIK ENTERPRISES,"SIOLIM, 403517",MON-SUN 10:00 AM TO 10:00 PM,8788152339
0300 SHILLONG G S R,"SHILLONG, 793001",MON-SUN 10:00 AM TO 10:00 PM,9436107020
1591 HOSPET-II,"HOSPET, 583201",MON-SUN 10:00 AM TO 10:00 PM,9110251087
0479 SIL KEATING RD,"SHILLONG, 793001",MON-SUN 10:00 AM TO 10:00 PM,9366298070
1148 HOSPET,"HOSPET, 583201",MON-SUN 10:00 AM TO 10:00 PM,9035696925
1958 ONGOLE,"ONGOLE, 523002",MON-SUN 10:00 AM TO 10:00 PM,7993366618
0317 SHILLONG LITMK,"SHILLONG, 793001",MON-SUN 10:00 AM TO 10:00 PM,9774438638
2632 MAPUSA II,"MAPUCA, 403507",MON-SUN 10:00 AM TO 10:00 PM,9637347919
2100 MAPUCA,"MAPUCA, 403507",MON-SUN 10:00 AM TO 10:00 PM,7875866590
4497 M/S. AR ENTERPRISE,"NALAGANDLA, 500019",MON-SUN 10:00 AM TO 10:00 PM,7702149366
1144 HUBLI II,"HUBLI, 580020",MON-SUN 10:00 AM TO 10:00 PM,8217482525
1967 KOPIKAR RD-HP,"HUBLI, 580020",MON-SUN 10:00 AM TO 10:00 PM,9952770247
1475 KOPPIKAR ROAD,"HUBLI, 580020",MON-SUN 10:00 AM TO 10:00 PM,9591895226
1145 HUBLI,"HUBLI, 580020",MON-SUN 10:00 AM TO 10:00 PM,8951181719
1840 GOKULROAD1643,"HUBLI, 580030",MON-SUN 10:00 AM TO 10:00 PM,9036217177
4365 M/S EXCEL LIFESTYLE,"CURCHOREM, 403706",MON-SUN 10:00 AM TO 10:00 PM,9923515717
2452 PORVORIM GOA,"MAPUCA, 403521",MON-SUN 10:00 AM TO 10:00 PM,7972054173
2902 PORVORIM GOA,"MAPUCA, 403521",MON-SUN 10:00 AM TO 10:00 PM,7972054173
2736 CALANGUTE GOA,"MAPUCA, 403516",MON-SUN 10:00 AM TO 10:00 PM,7741856152
0337 AGARTALA HGB,"AGARTALA, 799001",MON-SUN 10:00 AM TO 10:00 PM,9862150689
0338 AGARTALA A RD,"AGARTALA, 799001",MON-SUN 10:00 AM TO 10:00 PM,9101402741
0500 ML PLZ AGRTALA,"AGARTALA, 799001",MON-SUN 10:00 AM TO 10:00 PM,8794495997
1936 INFANTRY ROAD,"BELLARY, 583104",MON-SUN 10:00 AM TO 10:00 PM,8197232836
2498 PANJIM II,"PANJIM, 403001",MON-SUN 10:00 AM TO 10:00 PM,9167272727
2040 PANJIM,"PANJIM, 403001",MON-SUN 10:00 AM TO 10:00 PM,9834378391
1652 STN RD-BELLARY,"BELLARY, 583101",MON-SUN 10:00 AM TO 10:00 PM,9019352446
1149 BELLARY M CPLX,"BELLARY, 583101",MON-SUN 10:00 AM TO 10:00 PM,9901369645
9136 CAR ST-BELLARY,"BELLARY, 583101",MON-SUN 10:00 AM TO 10:00 PM,9886853705
2762 PONDA II,"PONDA, 403401",MON-SUN 10:00 AM TO 10:00 PM,7987519349
2436 VASCO II,"VASCO, 403802",MON-SUN 10:00 AM TO 10:00 PM,8600191555
0354 AIZWAL-III A,"AIZWAL, 796001",MON-SUN 10:00 AM TO 10:00 PM,9862304202
2741 GOGOL MARGAON,"MARGAON, 403601",MON-SUN 10:00 AM TO 10:00 PM,9552827608
2231 MARGAON II,"MARGAON, 403601",MON-SUN 10:00 AM TO 10:00 PM,8788150067
2101 MARGAON,"MARGAON, 403601",MON-SUN 10:00 AM TO 10:00 PM,8329638042
4254 M/S A N ENTERPRISES,"JOWAI, 793150",MON-SUN 10:00 AM TO 10:00 PM,9863094159
2827 NAVELIM GOA,"MARGAON, 403707",MON-SUN 10:00 AM TO 10:00 PM,8390836025
4248 M/S AMRITALOK ENTERPRISE,"UDAIPUR, 799120",MON-SUN 10:00 AM TO 10:00 PM,9774094039
